,No of Bedrooms,No of Bathrooms,Lot Area (in Sqft),No of Floors,No_of_Times_Visited,Condition_of_the_House,Overall Grade,Area of the House from Basement (in Sqft),Basement Area (in Sqft),Age of House (in Years),Renovated Year,Longitude,Living Area after Renovation (in Sqft),Lot Area after Renovation (in Sqft),no_of_years(house sold),house_is,Zipcode_table_Zipcode_2,Zipcode_table_Zipcode_3,Zipcode_table_Zipcode_4,Zipcode_table_Zipcode_5,Zipcode_table_Zipcode_6,Zipcode_table_Zipcode_7,Zipcode_table_Zipcode_8,Zipcode_table_Zipcode_9,Zipcode_table_Zipcode_10,sale_price
9891,3,1.0,10178.0,1.0,0,2,7,1040.0,800,58,0,-122.317,2040.0,10660,5,2,1,0,0,0,0,0,0,0,0,210500.0
9892,3,2.5,7210.0,1.0,0,3,7,1210.0,600,50,0,-122.163,1770.0,7210,6,1,0,0,0,1,0,0,0,0,0,420000.0
9893,3,2.5,4320.0,2.0,0,2,8,1780.0,0,88,1986,-122.293,1690.0,4952,5,2,0,0,0,0,0,1,0,0,0,679000.0
9894,4,2.75,4227.0,3.0,0,2,9,2840.0,0,4,0,-122.107,2880.0,4227,5,0,0,0,0,0,0,1,0,0,0,784950.0
9895,4,2.5,6366.0,2.0,0,2,9,2650.0,0,20,0,-122.171,2650.0,6200,5,1,1,0,0,0,0,0,0,0,0,352000.0
9896,3,1.5,1318.0,2.0,0,2,7,1080.0,190,14,0,-122.384,1360.0,1488,5,1,0,0,0,0,0,0,1,0,0,386000.0
9897,3,1.75,17000.0,1.0,0,2,7,1260.0,0,24,0,-122.361,1540.0,7213,6,1,1,0,0,0,0,0,0,0,0,335000.0
9898,3,2.0,15500.0,1.0,0,2,7,1490.0,260,36,0,-122.065,2450.0,50094,5,1,0,0,0,0,0,0,0,1,0,472500.0
9899,5,2.25,13292.0,1.0,0,2,8,1340.0,1340,42,0,-122.257,2220.0,13181,5,1,0,0,1,0,0,0,0,0,0,599950.0
9900,4,3.25,6765.0,2.0,0,2,9,3830.0,0,4,0,-122.016,3830.0,6507,5,0,0,0,0,0,0,1,0,0,0,806525.0
9901,3,2.0,3600.0,2.0,2,3,8,1610.0,0,93,0,-122.293,2540.0,6600,5,2,0,0,0,1,0,0,0,0,0,735000.0
9902,3,4.25,9751.0,2.0,0,2,10,3840.0,0,20,0,-122.064,3230.0,7189,6,1,0,0,0,0,0,0,1,0,0,806525.0
9903,5,2.75,4000.0,2.0,0,2,7,1800.0,870,104,0,-122.315,2460.0,4000,6,2,0,0,0,0,0,0,1,0,0,665000.0
9904,3,2.5,7414.0,2.0,0,2,7,2000.0,0,25,0,-122.057,2000.0,7414,5,1,0,1,0,0,0,0,0,0,0,290000.0
9905,2,1.0,4320.0,1.0,0,2,7,860.0,0,93,0,-122.325,980.0,6000,6,2,0,1,0,0,0,0,0,0,0,250000.0
9906,3,1.75,7205.0,1.0,0,2,7,1420.0,0,32,0,-122.175,1690.0,7405,5,1,1,0,0,0,0,0,0,0,0,192500.0
9907,4,2.0,13400.0,1.0,2,2,8,2060.0,0,61,0,-122.34,1950.0,10370,5,2,0,0,1,0,0,0,0,0,0,350000.0
9908,4,2.5,9910.0,2.0,0,2,8,2790.0,0,15,0,-122.141,2590.0,9910,6,1,0,0,0,1,0,0,0,0,0,518000.0
9909,4,1.0,3376.0,1.5,0,3,7,1410.0,0,107,0,-122.365,1040.0,3600,5,2,0,0,0,0,1,0,0,0,0,563000.0
9910,4,3.0,9566.0,2.0,0,2,7,2420.0,0,15,0,-122.266,2420.0,9135,5,1,0,0,0,0,0,0,0,0,0,375000.0
9911,3,2.5,1319.0,3.0,0,2,8,1460.0,0,16,0,-122.349,1430.0,1530,6,1,0,0,0,0,1,0,0,0,0,400000.0
9912,5,1.75,16000.0,1.0,0,2,7,1230.0,1230,61,0,-122.351,1990.0,16000,5,2,0,0,0,0,0,0,0,0,0,240000.0
9913,2,1.0,5120.0,1.0,0,2,6,1000.0,0,116,0,-122.307,1940.0,4300,5,2,0,0,0,0,0,1,0,0,0,317500.0
9914,5,4.0,36342.0,2.0,0,3,10,2740.0,1680,36,0,-122.151,3720.0,37034,6,1,0,0,0,0,0,1,0,0,0,806525.0
9915,3,1.0,239144.0,1.0,0,2,6,1240.0,0,97,1992,-122.046,1990.0,109335,5,2,0,1,0,0,0,0,0,0,0,234000.0
9916,3,2.5,13750.0,2.0,0,2,9,1740.0,0,43,0,-122.092,2540.0,14300,5,1,0,0,0,0,1,0,0,0,0,645000.0
9917,2,1.0,4840.0,1.0,0,2,7,1200.0,80,110,0,-122.299,1860.0,5500,6,2,0,0,0,0,0,1,0,0,0,649000.0
9918,4,2.5,3980.0,2.0,0,2,8,2520.0,0,14,0,-122.07,2580.0,3980,6,1,0,0,0,0,1,0,0,0,0,605000.0
9919,3,3.5,1471.0,3.0,0,2,7,1500.0,0,19,0,-122.362,1500.0,1445,5,1,0,0,0,0,1,0,0,0,0,337900.0
9920,3,2.75,3600.0,2.0,0,2,8,2290.0,200,112,0,-122.292,1880.0,3600,6,2,0,0,0,0,0,1,0,0,0,535000.0
9921,4,1.0,5684.0,1.0,0,2,7,1130.0,400,61,0,-122.298,1540.0,6095,5,2,0,1,0,0,0,0,0,0,0,325000.0
9922,4,2.25,10875.0,1.0,0,2,8,1740.0,0,51,0,-122.157,1680.0,10701,5,2,0,0,0,1,0,0,0,0,0,429950.0
9923,3,2.5,32807.0,2.0,0,2,9,3550.0,0,29,0,-122.082,3270.0,35001,6,1,0,0,0,0,0,1,0,0,0,775000.0
9924,2,1.0,6000.0,1.0,0,2,7,1280.0,0,53,0,-122.282,2460.0,4800,5,2,0,0,0,0,0,0,0,1,0,650000.0
9925,4,2.25,13114.0,2.0,0,3,8,2320.0,0,51,0,-122.239,2740.0,15000,6,2,0,0,0,0,0,0,0,0,1,806525.0
9926,2,1.0,10404.0,1.0,0,2,5,1140.0,0,83,0,-122.286,2200.0,11550,5,2,0,1,0,0,0,0,0,0,0,275000.0
9927,4,3.5,16970.0,2.0,0,2,9,3930.0,0,21,0,-121.966,2740.0,17219,5,1,0,0,1,0,0,0,0,0,0,575000.0
9928,3,2.5,16455.0,1.0,0,3,7,1640.0,730,59,0,-122.277,2170.0,15551,5,2,0,1,0,0,0,0,0,0,0,540000.0
9929,3,1.75,4206.0,1.0,0,3,7,1170.0,1170,101,0,-122.288,1360.0,4725,5,2,0,0,0,1,0,0,0,0,0,640000.0
9930,3,1.5,9125.0,1.0,0,2,7,1240.0,0,51,0,-122.155,1670.0,9125,5,2,0,1,0,0,0,0,0,0,0,275000.0
9931,4,2.5,10533.0,2.0,0,2,9,2740.0,0,21,0,-122.006,2760.0,8603,5,1,0,0,0,0,0,0,1,0,0,672800.0
9932,4,2.25,9144.0,1.0,0,2,7,1430.0,510,62,0,-122.135,1460.0,9437,5,2,0,0,0,0,0,1,0,0,0,495000.0
9933,3,2.5,35108.0,1.5,0,2,10,2950.0,0,23,0,-122.035,3810.0,35181,5,1,0,0,0,0,0,1,0,0,0,806525.0
9934,4,2.75,11443.0,1.0,0,3,7,1980.0,0,66,0,-122.273,2080.0,15700,5,2,0,1,0,0,0,0,0,0,0,475000.0
9935,4,2.0,7861.0,1.0,4,2,10,1450.0,1400,48,0,-122.397,2810.0,8087,5,1,0,0,0,0,1,0,0,0,0,806525.0
9936,3,1.0,9375.0,1.0,0,2,7,1160.0,0,51,0,-122.073,1160.0,9650,6,2,0,0,0,0,0,1,0,0,0,380000.0
9937,3,2.0,8225.0,1.0,0,2,8,2130.0,0,31,0,-122.162,2580.0,8225,5,1,0,1,0,0,0,0,0,0,0,397500.0
9938,5,2.5,8560.0,1.0,2,2,7,1620.0,800,40,0,-122.285,2210.0,7040,5,1,0,1,0,0,0,0,0,0,0,352000.0
9939,6,2.5,8600.0,1.0,0,3,8,1430.0,1390,51,0,-122.144,2070.0,8900,6,2,0,0,0,0,0,0,1,0,0,806525.0
9940,5,3.25,34200.0,2.0,0,2,8,2510.0,1200,32,0,-122.047,1720.0,23100,5,1,0,0,0,0,0,0,1,0,0,635000.0
9941,3,2.25,8165.0,2.0,0,2,7,1770.0,0,41,0,-122.236,1650.0,8165,5,1,0,0,0,1,0,0,0,0,0,420000.0
9942,3,2.0,2500.0,1.0,0,2,7,750.0,510,31,0,-122.371,1710.0,5000,6,1,0,0,0,0,1,0,0,0,0,503000.0
9943,2,1.75,10143.0,1.0,2,2,7,1220.0,1110,65,0,-122.359,2560.0,9750,5,2,1,0,0,0,0,0,0,0,0,689000.0
9944,4,2.75,3840.0,1.5,0,2,7,1610.0,880,96,0,-122.344,1420.0,4000,5,2,0,0,0,0,1,0,0,0,0,749500.0
9945,6,3.75,49542.0,2.0,0,2,9,3100.0,990,34,0,-122.153,2980.0,43357,5,1,0,0,0,0,0,0,0,1,0,806525.0
9946,4,2.5,12831.0,2.0,0,2,8,2800.0,0,17,0,-121.966,2810.0,10235,5,1,0,0,1,0,0,0,0,0,0,563500.0
9947,4,3.0,9664.0,2.0,0,2,8,1890.0,550,37,0,-122.253,2380.0,9609,5,1,0,0,1,0,0,0,0,0,0,480000.0
9948,4,3.0,8800.0,1.0,1,2,9,1620.0,920,41,0,-122.387,2540.0,8800,6,1,0,0,0,0,0,0,0,0,0,374950.0
9949,3,2.5,6250.0,2.0,0,2,7,1600.0,0,23,0,-122.02,1760.0,6110,6,1,0,1,0,0,0,0,0,0,0,308950.0
9950,4,2.75,16934.0,1.0,0,2,7,1340.0,1340,60,0,-122.364,1240.0,7000,5,2,1,0,0,0,0,0,0,0,0,445000.0
9951,3,1.5,9000.0,1.0,0,2,7,1220.0,0,50,0,-122.109,1220.0,9472,6,1,1,0,0,0,0,0,0,0,0,237200.0
9952,3,1.75,7270.0,1.5,0,3,7,1550.0,0,65,0,-122.317,1050.0,7210,5,2,0,0,1,0,0,0,0,0,0,453500.0
9953,3,2.0,4549.0,1.0,0,3,7,1040.0,1040,64,0,-122.309,1620.0,4549,6,2,0,0,0,0,0,1,0,0,0,616500.0
9954,5,5.0,32909.0,2.0,0,2,10,5000.0,0,18,0,-122.022,3030.0,12601,5,1,0,0,0,0,0,0,0,1,0,806525.0
9955,1,1.0,5150.0,1.0,0,2,5,630.0,0,64,0,-122.369,1390.0,5150,6,2,0,0,0,0,1,0,0,0,0,396000.0
9956,3,1.0,8179.0,1.0,0,2,6,1070.0,0,69,0,-122.349,1050.0,8177,5,2,1,0,0,0,0,0,0,0,0,210000.0
9957,2,1.75,5175.0,1.0,0,2,7,1200.0,700,99,0,-122.386,1370.0,5175,5,2,0,0,0,0,1,0,0,0,0,539000.0
9958,3,2.5,18600.0,2.0,0,2,8,2960.0,0,39,0,-122.344,2740.0,15681,5,1,0,0,1,0,0,0,0,0,0,605000.0
9959,3,2.0,4800.0,2.0,0,3,6,1490.0,0,70,0,-122.361,1500.0,4800,5,2,0,0,0,0,1,0,0,0,0,437500.0
9960,3,1.5,15000.0,1.0,0,2,7,1500.0,0,66,0,-122.208,1790.0,13905,5,2,1,0,0,0,0,0,0,0,0,215000.0
9961,4,2.5,4780.0,2.0,0,2,7,2410.0,0,18,0,-121.879,2410.0,4025,5,1,0,0,0,1,0,0,0,0,0,440000.0
9962,3,1.0,22500.0,1.0,0,2,7,1680.0,320,79,0,-122.308,2000.0,10000,5,2,0,0,1,0,0,0,0,0,0,525000.0
9963,3,1.5,20383.0,1.0,0,2,7,840.0,300,33,0,-121.758,1200.0,15625,5,1,0,0,1,0,0,0,0,0,0,319900.0
9964,3,1.0,9075.0,1.0,0,2,7,1120.0,0,41,0,-122.072,1120.0,9705,6,1,0,0,0,0,0,1,0,0,0,335000.0
9965,3,2.25,35273.0,2.0,0,2,9,2900.0,0,32,0,-122.03,2510.0,38487,5,1,0,1,0,0,0,0,0,0,0,485000.0
9966,4,2.25,7700.0,2.0,0,2,8,3220.0,0,42,0,-122.38,2570.0,7700,5,1,0,0,0,0,0,0,0,0,0,359999.0
9967,5,2.75,19783.0,1.0,3,2,8,2500.0,0,59,0,-122.174,1700.0,15375,5,2,0,0,0,0,0,0,0,1,0,799000.0
9968,3,2.25,10454.0,1.0,0,2,7,1610.0,0,41,0,-122.331,1720.0,9583,5,1,0,0,0,0,0,0,0,0,0,280000.0
9969,4,2.75,3433.0,1.5,0,2,8,1500.0,750,91,2013,-122.307,1970.0,3484,5,2,0,0,0,0,0,0,0,1,0,806525.0
9970,1,2.0,4800.0,2.0,0,2,6,1240.0,0,108,0,-122.211,1030.0,4800,5,2,1,0,0,0,0,0,0,0,0,290000.0
9971,2,2.25,2748.0,2.0,0,2,7,1660.0,0,23,0,-122.212,1620.0,3167,5,1,1,0,0,0,0,0,0,0,0,235000.0
9972,3,1.75,3000.0,1.0,0,2,7,1040.0,1040,93,0,-122.35,1000.0,3193,5,2,0,0,0,0,1,0,0,0,0,495000.0
9973,3,2.25,7488.0,2.0,0,2,8,1880.0,0,38,0,-122.277,2180.0,7344,6,1,0,0,0,0,0,0,0,0,0,290000.0
9974,4,1.5,9516.0,1.0,0,2,7,1050.0,0,49,0,-122.181,1390.0,9600,5,1,1,0,0,0,0,0,0,0,0,230000.0
9975,3,1.75,8475.0,1.0,0,2,7,1480.0,0,50,0,-122.361,1800.0,8800,6,1,0,0,0,0,0,0,0,0,0,234000.0
9976,4,2.5,4500.0,2.0,0,2,7,2420.0,0,17,0,-122.037,2280.0,4500,5,1,0,0,0,0,0,1,0,0,0,597400.0
9977,4,2.5,17600.0,1.0,0,2,7,1110.0,1080,52,0,-122.112,1820.0,17600,5,2,0,0,0,1,0,0,0,0,0,370000.0
9978,4,2.5,10452.0,2.0,0,2,9,2660.0,0,25,0,-122.104,2890.0,9025,5,1,0,0,0,0,0,1,0,0,0,755000.0
9979,3,2.5,5715.0,2.0,0,2,7,2430.0,0,19,0,-122.168,3040.0,5702,6,1,1,0,0,0,0,0,0,0,0,342000.0
9980,2,1.0,3325.0,1.0,0,2,7,770.0,0,100,0,-122.299,960.0,4800,5,2,0,0,0,0,0,1,0,0,0,497000.0
9981,3,1.0,30166.0,1.0,0,3,8,3060.0,0,59,0,-122.093,1880.0,19602,6,2,0,0,0,0,1,0,0,0,0,806525.0
9982,4,2.75,4500.0,2.0,0,2,9,2920.0,0,19,0,-122.124,2920.0,4505,5,1,0,0,0,0,0,0,1,0,0,730000.0
9983,3,1.0,5250.0,1.0,0,2,7,1070.0,300,79,0,-122.348,2410.0,4200,5,2,0,0,0,0,0,0,0,1,0,655000.0
9984,3,2.5,3118.0,2.0,0,2,8,1870.0,0,25,0,-122.056,1580.0,3601,5,1,0,1,0,0,0,0,0,0,0,205000.0
9985,4,2.0,4800.0,1.5,0,2,7,1800.0,0,100,0,-122.302,1950.0,4800,6,2,0,0,0,0,0,0,0,1,0,632750.0
9986,5,3.0,7715.0,1.0,0,2,7,1250.0,850,5,0,-122.319,2100.0,7959,5,0,0,0,0,0,0,0,0,0,0,330000.0
9987,5,2.25,8250.0,2.0,0,2,7,2530.0,0,57,0,-122.134,2020.0,8250,5,2,0,0,0,0,0,1,0,0,0,527500.0
9988,4,2.5,6465.0,2.0,0,2,9,3290.0,0,16,0,-121.976,3100.0,5929,5,1,0,0,0,0,0,0,0,1,0,716500.0
9989,4,2.5,5395.0,2.0,0,2,7,1890.0,0,12,0,-121.883,2060.0,5395,5,1,0,0,0,1,0,0,0,0,0,388500.0
9990,3,1.75,7770.0,1.0,0,2,7,1680.0,0,51,0,-122.167,1880.0,7770,5,2,0,0,0,0,0,0,0,1,0,530000.0
9991,3,2.5,4517.0,2.0,0,2,8,2170.0,0,16,0,-122.14,2610.0,4770,6,1,0,0,0,1,0,0,0,0,0,419000.0
9992,3,1.75,7360.0,1.0,0,2,7,1200.0,0,40,0,-122.13,1200.0,7500,6,1,0,0,0,0,0,1,0,0,0,385000.0
9993,4,2.5,5669.0,2.0,0,2,8,2990.0,0,15,0,-122.011,3110.0,5058,5,1,0,0,0,0,0,0,1,0,0,655000.0
9994,4,2.75,10900.0,2.0,2,3,9,3070.0,700,94,0,-122.29,3000.0,5000,5,2,0,0,0,1,0,0,0,0,0,806525.0
9995,2,1.0,47044.0,1.0,0,3,7,1020.0,0,114,1958,-122.155,1930.0,12139,5,2,1,0,0,0,0,0,0,0,0,279000.0
9996,3,1.5,9579.0,1.0,0,2,7,1100.0,600,56,0,-122.338,1700.0,9628,6,2,0,0,0,0,0,0,0,0,0,262000.0
9997,4,1.0,4750.0,1.5,0,2,7,1550.0,0,99,0,-122.389,1320.0,4750,5,2,0,0,0,0,1,0,0,0,0,533000.0
9998,3,1.75,8100.0,1.0,2,2,8,1680.0,0,68,0,-122.364,1880.0,7750,6,2,0,0,0,0,1,0,0,0,0,640000.0
9999,3,2.25,35127.0,2.0,0,2,7,1680.0,0,31,0,-122.067,1820.0,35166,5,1,1,0,0,0,0,0,0,0,0,285000.0
10000,4,2.5,10300.0,1.0,0,2,8,1910.0,0,97,1968,-122.359,1910.0,7750,5,2,0,0,0,0,1,0,0,0,0,458400.0
10001,5,3.25,10587.0,1.0,0,3,7,2190.0,970,58,0,-122.165,2200.0,7761,6,2,0,0,0,1,0,0,0,0,0,620000.0
10002,3,1.5,11358.0,1.0,0,2,6,1190.0,830,62,0,-122.185,2370.0,9520,5,2,0,0,0,0,0,0,1,0,0,465000.0
10003,4,3.75,7054.0,2.0,0,2,8,3210.0,0,33,0,-122.103,2350.0,8020,5,1,0,0,0,0,0,1,0,0,0,690000.0
10004,3,2.25,51400.0,1.0,0,2,7,1390.0,960,41,0,-122.053,2350.0,51400,5,1,0,0,0,0,0,1,0,0,0,462500.0
10005,4,2.5,10221.0,2.0,0,2,8,1910.0,0,24,0,-122.035,2210.0,8705,5,1,0,1,0,0,0,0,0,0,0,369950.0
10006,2,1.0,6480.0,1.0,0,2,5,840.0,0,64,0,-122.258,1100.0,7300,6,2,0,0,0,0,0,0,0,0,0,124500.0
10007,4,2.25,10920.0,1.0,0,2,9,2620.0,0,53,0,-122.164,2370.0,11907,5,2,0,0,0,0,0,0,0,1,0,806525.0
10008,4,1.5,10580.0,1.0,0,2,7,1220.0,0,53,0,-122.116,1350.0,7800,5,2,0,0,0,0,1,0,0,0,0,418000.0
10009,3,1.0,8000.0,1.0,0,2,6,1060.0,0,91,0,-122.218,1060.0,4697,5,2,0,0,0,0,0,0,0,0,0,160000.0
10010,4,2.5,10800.0,1.0,0,2,8,1500.0,700,54,0,-122.288,2280.0,10800,6,2,0,1,0,0,0,0,0,0,0,457000.0
10011,2,1.75,7680.0,1.0,0,3,6,1130.0,990,70,0,-122.374,1220.0,7680,6,2,0,0,1,0,0,0,0,0,0,530000.0
10012,3,1.0,7300.0,1.0,0,2,7,1250.0,0,62,0,-122.125,1540.0,7400,5,2,0,0,0,0,1,0,0,0,0,385000.0
10013,3,1.75,7800.0,1.0,0,2,7,1440.0,0,60,0,-122.12,1440.0,7800,6,2,0,0,0,0,1,0,0,0,0,491000.0
10014,4,2.25,8034.0,1.0,0,2,8,1890.0,0,51,0,-122.117,1920.0,7210,5,2,0,0,0,0,1,0,0,0,0,521000.0
10015,3,1.0,8528.0,1.0,0,3,7,1140.0,0,51,0,-122.004,1140.0,8112,6,2,1,0,0,0,0,0,0,0,0,255000.0
10016,5,3.0,7199.0,1.0,0,2,7,1710.0,1130,15,0,-122.275,2210.0,10800,5,1,1,0,0,0,0,0,0,0,0,292050.0
10017,6,3.0,7200.0,1.0,0,2,7,1880.0,0,52,0,-122.188,1540.0,13022,5,2,0,0,1,0,0,0,0,0,0,326000.0
10018,2,1.0,5120.0,1.0,0,2,6,750.0,0,77,0,-122.375,930.0,7200,5,2,0,0,1,0,0,0,0,0,0,300000.0
10019,3,1.75,7480.0,1.0,0,2,7,1330.0,300,39,0,-122.159,1940.0,7480,6,1,0,1,0,0,0,0,0,0,0,291600.0
10020,5,1.5,12551.0,1.0,0,2,7,1720.0,0,51,0,-122.053,1560.0,12960,6,2,0,0,0,0,1,0,0,0,0,435000.0
10021,3,2.5,1311.0,3.0,0,2,8,1600.0,0,13,0,-122.394,1390.0,1321,5,1,0,0,0,0,1,0,0,0,0,465000.0
10022,3,2.25,7420.0,1.5,0,3,7,1230.0,0,105,0,-122.22,1260.0,7556,5,2,0,0,0,0,0,0,0,0,0,200000.0
10023,3,1.5,6132.0,1.0,2,2,7,1090.0,520,59,0,-122.174,1650.0,6132,5,2,0,0,1,0,0,0,0,0,0,238000.0
10024,4,2.5,7000.0,1.0,0,2,7,1320.0,0,62,0,-122.127,1550.0,8610,5,2,0,0,0,0,1,0,0,0,0,455000.0
10025,6,3.0,7220.0,2.0,0,2,7,2180.0,0,38,0,-122.305,2260.0,7344,5,1,1,0,0,0,0,0,0,0,0,230000.0
10026,4,2.25,4104.0,2.0,0,3,8,1410.0,780,90,0,-122.306,1990.0,3860,5,2,0,0,0,0,0,0,0,1,0,806525.0
10027,3,1.0,5700.0,1.5,0,2,7,1490.0,0,102,0,-122.331,2290.0,5700,5,2,0,0,0,0,1,0,0,0,0,578500.0
10028,3,2.0,868.0,3.0,0,2,7,1463.0,0,15,0,-122.317,1484.0,4320,5,1,0,0,0,0,0,1,0,0,0,390000.0
10029,3,2.5,3933.0,2.0,0,2,8,1800.0,0,29,0,-122.009,1800.0,4659,6,1,0,0,0,0,0,1,0,0,0,517500.0
10030,4,2.75,4000.0,1.5,0,2,9,2100.0,780,106,2000,-122.293,2110.0,4000,5,2,0,0,0,1,0,0,0,0,0,755000.0
10031,3,1.75,4120.0,1.0,0,2,7,980.0,270,93,0,-122.36,1250.0,4120,5,2,0,0,0,0,1,0,0,0,0,579500.0
10032,3,2.75,1350.0,3.0,0,2,9,1350.0,320,4,0,-122.408,1520.0,4800,5,0,0,0,0,0,1,0,0,0,0,649950.0
10033,4,1.75,6120.0,1.0,0,2,7,1100.0,900,53,0,-122.258,1880.0,6120,5,2,1,0,0,0,0,0,0,0,0,228000.0
10034,4,1.75,3680.0,1.5,0,3,7,1470.0,810,92,0,-122.3,1850.0,3680,5,2,0,0,0,0,0,1,0,0,0,665000.0
10035,4,2.5,6069.0,2.0,0,2,9,2110.0,0,19,0,-122.111,2180.0,9000,6,1,0,0,0,0,0,1,0,0,0,689000.0
10036,4,2.5,11240.0,1.0,0,2,8,1440.0,1080,41,0,-122.144,2360.0,10345,5,1,0,0,0,0,0,1,0,0,0,560000.0
10037,3,1.0,6420.0,1.0,0,2,7,1590.0,0,74,0,-122.392,1780.0,5900,5,2,0,0,0,0,1,0,0,0,0,529000.0
10038,5,2.5,14858.0,1.0,0,3,8,2100.0,0,48,0,-122.123,1980.0,11730,6,1,0,0,0,1,0,0,0,0,0,375000.0
10039,4,2.75,9240.0,1.0,0,2,6,2090.0,0,69,0,-122.343,1460.0,9240,5,2,1,0,0,0,0,0,0,0,0,325000.0
10040,4,2.5,10519.0,2.0,2,2,10,3390.0,0,28,0,-122.334,2830.0,10519,6,1,1,0,0,0,0,0,0,0,0,583000.0
10041,2,1.0,9784.0,1.0,0,2,6,790.0,0,86,0,-122.284,2350.0,10102,6,2,0,1,0,0,0,0,0,0,0,330000.0
10042,3,2.5,8727.0,2.0,0,2,7,1970.0,0,23,0,-122.189,1670.0,9168,6,1,1,0,0,0,0,0,0,0,0,262000.0
10043,4,2.5,6776.0,2.0,0,2,8,2870.0,0,14,0,-121.878,2770.0,6658,6,1,0,0,0,1,0,0,0,0,0,555000.0
10044,2,1.0,6000.0,1.0,0,2,7,1010.0,100,67,0,-122.282,1410.0,3500,6,2,0,1,0,0,0,0,0,0,0,585000.0
10045,3,2.75,3088.0,2.0,3,2,8,1770.0,170,10,0,-121.878,1410.0,2335,6,0,0,0,0,1,0,0,0,0,0,425590.0
10046,2,1.0,4840.0,1.0,0,2,6,720.0,0,71,0,-122.375,1510.0,4840,5,2,0,0,1,0,0,0,0,0,0,235000.0
10047,2,1.0,4000.0,1.0,0,2,6,710.0,0,109,0,-122.269,960.0,4000,5,2,0,1,0,0,0,0,0,0,0,362362.0
10048,3,2.0,7500.0,1.0,0,2,7,1370.0,0,21,0,-122.046,1420.0,7500,6,1,0,1,0,0,0,0,0,0,0,252000.0
10049,4,2.5,9551.0,2.0,0,2,9,2690.0,0,26,0,-122.156,2890.0,9121,5,1,0,1,0,0,0,0,0,0,0,439000.0
10050,4,2.25,10810.0,2.0,0,2,9,3360.0,0,30,0,-122.203,2590.0,10810,5,1,1,0,0,0,0,0,0,0,0,465000.0
10051,4,2.0,7854.0,1.5,0,2,7,1500.0,0,35,0,-122.354,1500.0,7334,5,1,0,0,0,0,0,0,0,0,0,249900.0
10052,2,2.5,5000.0,1.0,0,3,8,1300.0,1300,92,0,-122.379,2260.0,5000,5,2,0,0,1,0,0,0,0,0,0,665000.0
10053,3,1.75,8774.0,1.0,0,2,7,1160.0,0,46,0,-122.165,1990.0,7908,5,1,0,0,0,1,0,0,0,0,0,370000.0
10054,2,1.0,3000.0,1.5,0,2,7,1300.0,130,89,0,-122.303,1750.0,4000,5,2,0,0,0,0,0,0,0,1,0,620000.0
10055,3,1.0,7671.0,1.0,0,2,8,1720.0,150,81,0,-122.36,1460.0,7679,5,2,0,0,0,0,1,0,0,0,0,375000.0
10056,4,2.0,9390.0,1.0,0,3,8,1280.0,1280,61,0,-122.329,1830.0,8169,5,2,0,1,0,0,0,0,0,0,0,552625.0
10057,3,1.0,10500.0,1.0,0,2,7,1160.0,0,52,0,-122.227,1520.0,10500,5,2,0,0,0,1,0,0,0,0,0,315500.0
10058,2,1.75,8187.0,1.0,0,2,8,1680.0,0,35,0,-122.081,2390.0,7801,5,1,0,0,0,0,1,0,0,0,0,620000.0
10059,4,2.5,9075.0,1.0,0,2,8,1310.0,700,59,0,-122.182,1850.0,9220,5,2,0,0,0,0,0,0,1,0,0,510000.0
10060,4,2.5,38677.0,2.0,0,2,9,2540.0,0,31,0,-122.044,2560.0,36280,5,1,0,0,0,0,0,1,0,0,0,652500.0
10061,4,2.5,22795.0,2.0,0,2,8,3240.0,0,20,0,-121.969,2570.0,29761,5,1,0,0,0,0,0,1,0,0,0,574000.0
10062,3,2.5,12806.0,2.0,0,2,9,2670.0,0,8,0,-122.059,3010.0,7231,6,0,0,1,0,0,0,0,0,0,0,430000.0
10063,3,2.0,7236.0,1.0,0,3,7,1080.0,0,71,0,-122.32,1120.0,8008,5,2,0,0,1,0,0,0,0,0,0,390000.0
10064,3,1.0,3840.0,1.0,0,2,7,950.0,480,73,0,-122.381,1430.0,3840,5,2,0,0,0,0,1,0,0,0,0,466500.0
10065,2,2.25,2436.0,2.0,0,2,7,1290.0,0,34,0,-122.156,1360.0,3088,5,1,0,0,0,0,0,1,0,0,0,315000.0
10066,4,1.5,9600.0,1.0,0,2,7,1240.0,0,47,0,-122.397,1240.0,9592,5,1,0,0,0,0,0,0,0,0,0,220000.0
10067,3,1.75,17286.0,1.0,0,2,7,1440.0,400,40,0,-122.173,1840.0,14541,6,1,1,0,0,0,0,0,0,0,0,325000.0
10068,3,1.0,8443.0,1.0,0,2,7,1120.0,0,65,0,-122.336,1450.0,8433,6,2,0,1,0,0,0,0,0,0,0,365000.0
10069,3,3.5,12384.0,2.0,0,2,9,2100.0,0,38,0,-122.263,2400.0,7776,5,1,0,0,0,0,0,0,0,0,0,356000.0
10070,4,1.75,12518.0,1.0,0,2,8,1610.0,420,68,0,-122.297,1650.0,7872,5,2,0,0,1,0,0,0,0,0,0,380000.0
10071,4,2.25,8764.0,2.0,0,2,8,2030.0,0,35,0,-122.11,1950.0,8750,5,1,0,0,0,0,0,1,0,0,0,579000.0
10072,2,1.0,5000.0,1.0,0,2,7,890.0,0,75,0,-122.279,1680.0,5000,6,2,0,0,0,0,0,0,1,0,0,682000.0
